date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Sat Dec 3 2016,Los Angeles Lakers,100,Memphis Grizzlies,103,17017,FedEx Forum
Sat Dec 3 2016,Chicago Bulls,82,Dallas Mavericks,107,19857,American Airlines Center
Sat Dec 3 2016,Denver Nuggets,98,Utah Jazz,105,19911,Vivint Smart Home Arena
Sat Dec 3 2016,Miami Heat,92,Portland Trail Blazers,99,19393,Moda Center
Sat Dec 3 2016,Phoenix Suns,109,Golden State Warriors,138,19596,Oracle Arena
Sun Dec 4 2016,Orlando Magic,98,Detroit Pistons,92,15206,The Palace of Auburn Hills
Sun Dec 4 2016,New Orleans Pelicans,92,Oklahoma City Thunder,101,18203,Chesapeake Energy Arena
Sun Dec 4 2016,Sacramento Kings,98,New York Knicks,106,19812,Madison Square Garden (IV)
Sun Dec 4 2016,Indiana Pacers,111,Los Angeles Clippers,102,19060,STAPLES Center
Mon Dec 5 2016,Denver Nuggets,106,Philadelphia 76ers,98,11815,Wells Fargo Center
Mon Dec 5 2016,Oklahoma City Thunder,102,Atlanta Hawks,99,14654,Philips Arena
Mon Dec 5 2016,Washington Wizards,118,Brooklyn Nets,113,12529,Barclays Center
Mon Dec 5 2016,Cleveland Cavaliers,116,Toronto Raptors,112,19800,Air Canada Centre
Mon Dec 5 2016,Portland Trail Blazers,112,Chicago Bulls,110,21351,United Center
Mon Dec 5 2016,Boston Celtics,106,Houston Rockets,107,15730,Toyota Center
Mon Dec 5 2016,San Antonio Spurs,97,Milwaukee Bucks,96,14256,BMO Harris Bradley Center
Mon Dec 5 2016,Memphis Grizzlies,110,New Orleans Pelicans,108,13795,Smoothie King Center
Mon Dec 5 2016,Charlotte Hornets,109,Dallas Mavericks,101,19228,American Airlines Center
Mon Dec 5 2016,Indiana Pacers,106,Golden State Warriors,142,19596,Oracle Arena
Mon Dec 5 2016,Utah Jazz,107,Los Angeles Lakers,101,18279,STAPLES Center
Tue Dec 6 2016,Orlando Magic,124,Washington Wizards,116,12116,Verizon Center
Tue Dec 6 2016,Chicago Bulls,91,Detroit Pistons,102,14305,The Palace of Auburn Hills
Tue Dec 6 2016,New York Knicks,114,Miami Heat,103,19610,AmericanAirlines Arena
Tue Dec 6 2016,Philadelphia 76ers,91,Memphis Grizzlies,96,13521,FedEx Forum
Tue Dec 6 2016,San Antonio Spurs,105,Minnesota Timberwolves,91,12585,Target Center
Tue Dec 6 2016,Phoenix Suns,105,Utah Jazz,112,18997,Vivint Smart Home Arena
Wed Dec 7 2016,Detroit Pistons,77,Charlotte Hornets,87,15141,Spectrum Center
Wed Dec 7 2016,Boston Celtics,117,Orlando Magic,87,17009,Amway Center
Wed Dec 7 2016,Miami Heat,95,Atlanta Hawks,103,11326,Philips Arena
Wed Dec 7 2016,Denver Nuggets,111,Brooklyn Nets,116,14159,Barclays Center
Wed Dec 7 2016,Los Angeles Lakers,95,Houston Rockets,134,16141,Toyota Center
Wed Dec 7 2016,Portland Trail Blazers,107,Milwaukee Bucks,115,14033,BMO Harris Bradley Center
Wed Dec 7 2016,Cleveland Cavaliers,126,New York Knicks,94,19812,Madison Square Garden (IV)
Wed Dec 7 2016,Sacramento Kings,120,Dallas Mavericks,89,19711,American Airlines Center
Wed Dec 7 2016,Indiana Pacers,109,Phoenix Suns,94,17452,Talking Stick Resort Arena
Wed Dec 7 2016,Golden State Warriors,115,Los Angeles Clippers,98,19239,STAPLES Center
Thu Dec 8 2016,Minnesota Timberwolves,110,Toronto Raptors,124,19800,Air Canada Centre
Thu Dec 8 2016,Denver Nuggets,85,Washington Wizards,92,12645,Verizon Center
Thu Dec 8 2016,Portland Trail Blazers,86,Memphis Grizzlies,88,14317,FedEx Forum
Thu Dec 8 2016,Philadelphia 76ers,99,New Orleans Pelicans,88,14158,Smoothie King Center
Thu Dec 8 2016,Golden State Warriors,106,Utah Jazz,99,19911,Vivint Smart Home Arena
Thu Dec 8 2016,San Antonio Spurs,91,Chicago Bulls,95,21489,United Center
Fri Dec 9 2016,Orlando Magic,88,Charlotte Hornets,109,15707,Spectrum Center
Fri Dec 9 2016,Toronto Raptors,101,Boston Celtics,94,18624,TD Garden
Fri Dec 9 2016,Miami Heat,84,Cleveland Cavaliers,114,20562,Quicken Loans Arena
Fri Dec 9 2016,Atlanta Hawks,114,Milwaukee Bucks,110,16289,BMO Harris Bradley Center
Fri Dec 9 2016,Detroit Pistons,117,Minnesota Timberwolves,90,14109,Target Center
Fri Dec 9 2016,Houston Rockets,102,Oklahoma City Thunder,99,18203,Chesapeake Energy Arena
Fri Dec 9 2016,Indiana Pacers,103,Dallas Mavericks,111,19486,American Airlines Center
Fri Dec 9 2016,Phoenix Suns,119,Los Angeles Lakers,115,18997,STAPLES Center
Fri Dec 9 2016,New York Knicks,103,Sacramento Kings,100,17608,Golden 1 Center
Sat Dec 10 2016,Portland Trail Blazers,111,Indiana Pacers,118,16211,Bankers Life Fieldhouse
Sat Dec 10 2016,Denver Nuggets,121,Orlando Magic,113,17010,Amway Center
Sat Dec 10 2016,Milwaukee Bucks,105,Washington Wizards,110,14816,Verizon Center
Sat Dec 10 2016,Charlotte Hornets,105,Cleveland Cavaliers,116,20562,Quicken Loans Arena
Sat Dec 10 2016,Miami Heat,100,Chicago Bulls,105,21450,United Center
Sat Dec 10 2016,Dallas Mavericks,87,Houston Rockets,109,15761,Toyota Center
Sat Dec 10 2016,Golden State Warriors,89,Memphis Grizzlies,110,18119,FedEx Forum
Sat Dec 10 2016,Brooklyn Nets,101,San Antonio Spurs,130,18418,AT&T Center
Sat Dec 10 2016,Sacramento Kings,84,Utah Jazz,104,19331,Vivint Smart Home Arena
Sat Dec 10 2016,New Orleans Pelicans,105,Los Angeles Clippers,133,19060,STAPLES Center
Sun Dec 11 2016,Philadelphia 76ers,97,Detroit Pistons,79,7244,The Palace of Auburn Hills
Sun Dec 11 2016,Golden State Warriors,116,Minnesota Timberwolves,108,18452,Target Center
Sun Dec 11 2016,Boston Celtics,96,Oklahoma City Thunder,99,18203,Chesapeake Energy Arena
Sun Dec 11 2016,New Orleans Pelicans,120,Phoenix Suns,119,16949,Talking Stick Resort Arena
Sun Dec 11 2016,New York Knicks,118,Los Angeles Lakers,112,18997,STAPLES Center
Mon Dec 12 2016,Charlotte Hornets,94,Indiana Pacers,110,14138,Bankers Life Fieldhouse
Mon Dec 12 2016,Washington Wizards,101,Miami Heat,112,19600,AmericanAirlines Arena
Mon Dec 12 2016,Milwaukee Bucks,100,Toronto Raptors,122,19800,Air Canada Centre
Mon Dec 12 2016,Brooklyn Nets,118,Houston Rockets,122,13619,Toyota Center
Mon Dec 12 2016,Denver Nuggets,92,Dallas Mavericks,112,19425,American Airlines Center
Mon Dec 12 2016,Portland Trail Blazers,120,Los Angeles Clippers,121,19060,STAPLES Center
Mon Dec 12 2016,Los Angeles Lakers,92,Sacramento Kings,116,17608,Golden 1 Center
Tue Dec 13 2016,Memphis Grizzlies,86,Cleveland Cavaliers,103,20562,Quicken Loans Arena
Tue Dec 13 2016,Orlando Magic,131,Atlanta Hawks,120,13585,Philips Arena
Tue Dec 13 2016,Minnesota Timberwolves,99,Chicago Bulls,94,21146,United Center
Tue Dec 13 2016,Golden State Warriors,113,New Orleans Pelicans,109,17789,Smoothie King Center
Tue Dec 13 2016,New York Knicks,111,Phoenix Suns,113,16429,Talking Stick Resort Arena
Tue Dec 13 2016,Oklahoma City Thunder,95,Portland Trail Blazers,114,19505,Moda Center
Wed Dec 14 2016,Indiana Pacers,89,Miami Heat,95,19600,AmericanAirlines Arena
Wed Dec 14 2016,Los Angeles Clippers,113,Orlando Magic,108,18846,Amway Center
Wed Dec 14 2016,Toronto Raptors,123,Philadelphia 76ers,114,16192,Wells Fargo Center
Wed Dec 14 2016,Charlotte Hornets,106,Washington Wizards,109,13447,Verizon Center
Wed Dec 14 2016,Los Angeles Lakers,97,Brooklyn Nets,107,17732,Barclays Center
Wed Dec 14 2016,Sacramento Kings,98,Houston Rockets,132,15039,Toyota Center
Wed Dec 14 2016,Cleveland Cavaliers,85,Memphis Grizzlies,93,17449,FedEx Forum
Wed Dec 14 2016,Detroit Pistons,95,Dallas Mavericks,85,19687,American Airlines Center
Wed Dec 14 2016,Oklahoma City Thunder,89,Utah Jazz,109,19911,Vivint Smart Home Arena
Wed Dec 14 2016,Boston Celtics,101,San Antonio Spurs,108,18418,AT&T Center
Thu Dec 15 2016,Chicago Bulls,97,Milwaukee Bucks,108,16704,BMO Harris Bradley Center
Thu Dec 15 2016,Indiana Pacers,95,New Orleans Pelicans,102,15472,Smoothie King Center
Thu Dec 15 2016,Portland Trail Blazers,120,Denver Nuggets,132,10022,Pepsi Center
Thu Dec 15 2016,San Antonio Spurs,107,Phoenix Suns,92,17165,Talking Stick Resort Arena
Thu Dec 15 2016,New York Knicks,90,Golden State Warriors,103,19596,Oracle Arena
Fri Dec 16 2016,Brooklyn Nets,111,Orlando Magic,118,17668,Amway Center
Fri Dec 16 2016,Detroit Pistons,108,Washington Wizards,122,15573,Verizon Center
Fri Dec 16 2016,Charlotte Hornets,88,Boston Celtics,96,18624,TD Garden
Fri Dec 16 2016,Atlanta Hawks,125,Toronto Raptors,121,19800,Air Canada Centre
Fri Dec 16 2016,Milwaukee Bucks,95,Chicago Bulls,69,21324,United Center
Fri Dec 16 2016,New Orleans Pelicans,100,Houston Rockets,122,16728,Toyota Center
Fri Dec 16 2016,Sacramento Kings,96,Memphis Grizzlies,92,15987,FedEx Forum
Fri Dec 16 2016,Los Angeles Clippers,102,Miami Heat,98,19600,AmericanAirlines Arena
Fri Dec 16 2016,Los Angeles Lakers,100,Philadelphia 76ers,89,20491,Wells Fargo Center
Fri Dec 16 2016,Dallas Mavericks,100,Utah Jazz,103,18721,Vivint Smart Home Arena
Sat Dec 17 2016,Phoenix Suns,101,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Sat Dec 17 2016,Indiana Pacers,105,Detroit Pistons,90,15231,The Palace of Auburn Hills
Sat Dec 17 2016,Charlotte Hornets,107,Atlanta Hawks,99,17918,Philips Arena
Sat Dec 17 2016,Los Angeles Lakers,108,Cleveland Cavaliers,119,20562,Quicken Loans Arena
Sat Dec 17 2016,Houston Rockets,111,Minnesota Timberwolves,109,14689,Target Center
Sat Dec 17 2016,New York Knicks,114,Denver Nuggets,127,12042,Pepsi Center
Sat Dec 17 2016,Portland Trail Blazers,90,Golden State Warriors,135,19596,Oracle Arena
Sun Dec 18 2016,Los Angeles Clippers,110,Washington Wizards,117,17380,Verizon Center
Sun Dec 18 2016,Sacramento Kings,79,Dallas Mavericks,99,19504,American Airlines Center
Sun Dec 18 2016,Utah Jazz,82,Memphis Grizzlies,73,15862,FedEx Forum
Sun Dec 18 2016,Boston Celtics,105,Miami Heat,95,19600,AmericanAirlines Arena
Sun Dec 18 2016,Toronto Raptors,109,Orlando Magic,79,17251,Amway Center
Sun Dec 18 2016,Brooklyn Nets,107,Philadelphia 76ers,108,16460,Wells Fargo Center
Sun Dec 18 2016,New Orleans Pelicans,100,San Antonio Spurs,113,18615,AT&T Center
Mon Dec 19 2016,Washington Wizards,105,Indiana Pacers,107,17686,Bankers Life Fieldhouse
Mon Dec 19 2016,Detroit Pistons,82,Chicago Bulls,113,21400,United Center
Mon Dec 19 2016,Phoenix Suns,108,Minnesota Timberwolves,115,12008,Target Center
Mon Dec 19 2016,Atlanta Hawks,110,Oklahoma City Thunder,108,18203,Chesapeake Energy Arena
Mon Dec 19 2016,Dallas Mavericks,107,Denver Nuggets,117,12581,Pepsi Center
Tue Dec 20 2016,Los Angeles Lakers,113,Charlotte Hornets,117,19093,Spectrum Center
Tue Dec 20 2016,New Orleans Pelicans,108,Philadelphia 76ers,93,16322,Wells Fargo Center
Tue Dec 20 2016,Orlando Magic,136,Miami Heat,130,19600,AmericanAirlines Arena
Tue Dec 20 2016,Indiana Pacers,111,New York Knicks,118,19812,Madison Square Garden (IV)
Tue Dec 20 2016,Brooklyn Nets,104,Toronto Raptors,116,19800,Air Canada Centre
Tue Dec 20 2016,San Antonio Spurs,102,Houston Rockets,100,18055,Toyota Center
Tue Dec 20 2016,Boston Celtics,112,Memphis Grizzlies,109,16519,FedEx Forum
Tue Dec 20 2016,Cleveland Cavaliers,114,Milwaukee Bucks,108,17053,BMO Harris Bradley Center
Tue Dec 20 2016,Utah Jazz,74,Golden State Warriors,104,19596,Oracle Arena
Tue Dec 20 2016,Denver Nuggets,102,Los Angeles Clippers,119,19060,STAPLES Center
Tue Dec 20 2016,Portland Trail Blazers,121,Sacramento Kings,126,17608,Golden 1 Center
Wed Dec 21 2016,Milwaukee Bucks,102,Cleveland Cavaliers,113,20562,Quicken Loans Arena
Wed Dec 21 2016,Minnesota Timberwolves,92,Atlanta Hawks,84,17578,Philips Arena
Wed Dec 21 2016,Memphis Grizzlies,98,Detroit Pistons,86,16033,The Palace of Auburn Hills
Wed Dec 21 2016,Washington Wizards,107,Chicago Bulls,97,21358,United Center
Wed Dec 21 2016,Oklahoma City Thunder,121,New Orleans Pelicans,110,16375,Smoothie King Center
Wed Dec 21 2016,Houston Rockets,125,Phoenix Suns,111,18055,Talking Stick Resort Arena
Wed Dec 21 2016,Sacramento Kings,94,Utah Jazz,93,19195,Vivint Smart Home Arena
Wed Dec 21 2016,Dallas Mavericks,96,Portland Trail Blazers,95,19393,Moda Center
Thu Dec 22 2016,Boston Celtics,109,Indiana Pacers,102,17577,Bankers Life Fieldhouse
Thu Dec 22 2016,Golden State Warriors,117,Brooklyn Nets,101,17732,Barclays Center
Thu Dec 22 2016,Orlando Magic,95,New York Knicks,106,19812,Madison Square Garden (IV)
Thu Dec 22 2016,Los Angeles Lakers,107,Miami Heat,115,19712,AmericanAirlines Arena
Thu Dec 22 2016,San Antonio Spurs,101,Los Angeles Clippers,106,19060,STAPLES Center
Fri Dec 23 2016,Chicago Bulls,91,Charlotte Hornets,103,19249,Spectrum Center
Fri Dec 23 2016,Los Angeles Lakers,90,Orlando Magic,109,18846,Amway Center
Fri Dec 23 2016,Oklahoma City Thunder,117,Boston Celtics,112,18624,TD Garden
Fri Dec 23 2016,Brooklyn Nets,99,Cleveland Cavaliers,119,20562,Quicken Loans Arena
Fri Dec 23 2016,Golden State Warriors,119,Detroit Pistons,113,21012,The Palace of Auburn Hills
Fri Dec 23 2016,Houston Rockets,109,Memphis Grizzlies,115,17454,FedEx Forum
Fri Dec 23 2016,Washington Wizards,96,Milwaukee Bucks,123,15921,BMO Harris Bradley Center
Fri Dec 23 2016,Sacramento Kings,109,Minnesota Timberwolves,105,13288,Target Center
Fri Dec 23 2016,Miami Heat,87,New Orleans Pelicans,91,16322,Smoothie King Center
Fri Dec 23 2016,Atlanta Hawks,109,Denver Nuggets,108,13823,Pepsi Center
Fri Dec 23 2016,Philadelphia 76ers,116,Phoenix Suns,123,16535,Talking Stick Resort Arena
Fri Dec 23 2016,Toronto Raptors,104,Utah Jazz,98,19911,Vivint Smart Home Arena
Fri Dec 23 2016,San Antonio Spurs,110,Portland Trail Blazers,90,19393,Moda Center
Fri Dec 23 2016,Dallas Mavericks,90,Los Angeles Clippers,88,19060,STAPLES Center
Sun Dec 25 2016,Boston Celtics,119,New York Knicks,114,19812,Madison Square Garden (IV)
Sun Dec 25 2016,Golden State Warriors,108,Cleveland Cavaliers,109,20562,Quicken Loans Arena
Sun Dec 25 2016,Chicago Bulls,100,San Antonio Spurs,119,18428,AT&T Center
Sun Dec 25 2016,Minnesota Timberwolves,100,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Sun Dec 25 2016,Los Angeles Clippers,102,Los Angeles Lakers,111,18997,STAPLES Center
Mon Dec 26 2016,Memphis Grizzlies,102,Orlando Magic,112,17104,Amway Center
Mon Dec 26 2016,Milwaukee Bucks,102,Washington Wizards,107,15773,Verizon Center
Mon Dec 26 2016,Charlotte Hornets,118,Brooklyn Nets,120,17732,Barclays Center
Mon Dec 26 2016,Cleveland Cavaliers,90,Detroit Pistons,106,18123,The Palace of Auburn Hills
Mon Dec 26 2016,Indiana Pacers,85,Chicago Bulls,90,21922,United Center
Mon Dec 26 2016,Phoenix Suns,115,Houston Rockets,131,18055,Toyota Center
Mon Dec 26 2016,Atlanta Hawks,90,Minnesota Timberwolves,104,15617,Target Center
Mon Dec 26 2016,Dallas Mavericks,104,New Orleans Pelicans,111,15764,Smoothie King Center
Mon Dec 26 2016,Toronto Raptors,95,Portland Trail Blazers,91,19393,Moda Center
Mon Dec 26 2016,Denver Nuggets,106,Los Angeles Clippers,102,19060,STAPLES Center
Mon Dec 26 2016,Philadelphia 76ers,100,Sacramento Kings,102,17608,Golden 1 Center
Tue Dec 27 2016,Memphis Grizzlies,103,Boston Celtics,113,18624,TD Garden
Tue Dec 27 2016,Oklahoma City Thunder,106,Miami Heat,94,19977,AmericanAirlines Arena
Tue Dec 27 2016,Houston Rockets,123,Dallas Mavericks,107,20425,American Airlines Center
Tue Dec 27 2016,Utah Jazz,102,Los Angeles Lakers,100,18997,STAPLES Center
Wed Dec 28 2016,Charlotte Hornets,120,Orlando Magic,101,18273,Amway Center
Wed Dec 28 2016,Indiana Pacers,105,Washington Wizards,111,16172,Verizon Center
Wed Dec 28 2016,New York Knicks,98,Atlanta Hawks,102,19066,Philips Arena
Wed Dec 28 2016,Milwaukee Bucks,119,Detroit Pistons,94,17222,The Palace of Auburn Hills
Wed Dec 28 2016,Brooklyn Nets,99,Chicago Bulls,101,21957,United Center
Wed Dec 28 2016,Los Angeles Clippers,98,New Orleans Pelicans,102,16647,Smoothie King Center
Wed Dec 28 2016,Phoenix Suns,98,San Antonio Spurs,119,18418,AT&T Center
Wed Dec 28 2016,Minnesota Timberwolves,103,Denver Nuggets,105,15093,Pepsi Center
Wed Dec 28 2016,Sacramento Kings,89,Portland Trail Blazers,102,19665,Moda Center
Wed Dec 28 2016,Toronto Raptors,111,Golden State Warriors,121,19596,Oracle Arena
Thu Dec 29 2016,Miami Heat,82,Charlotte Hornets,91,19471,Spectrum Center
Thu Dec 29 2016,Boston Celtics,118,Cleveland Cavaliers,124,20562,Quicken Loans Arena
Thu Dec 29 2016,Oklahoma City Thunder,80,Memphis Grizzlies,114,18119,FedEx Forum
Thu Dec 29 2016,Toronto Raptors,91,Phoenix Suns,99,18055,Talking Stick Resort Arena
Thu Dec 29 2016,Philadelphia 76ers,83,Utah Jazz,100,19911,Vivint Smart Home Arena
Thu Dec 29 2016,Dallas Mavericks,101,Los Angeles Lakers,89,18997,STAPLES Center
Fri Dec 30 2016,Chicago Bulls,101,Indiana Pacers,111,17923,Bankers Life Fieldhouse
Fri Dec 30 2016,Brooklyn Nets,95,Washington Wizards,118,16461,Verizon Center
Fri Dec 30 2016,Miami Heat,114,Boston Celtics,117,18624,TD Garden
Fri Dec 30 2016,Detroit Pistons,98,Atlanta Hawks,105,19009,Philips Arena
Fri Dec 30 2016,Los Angeles Clippers,116,Houston Rockets,140,18055,Toyota Center
Fri Dec 30 2016,Milwaukee Bucks,99,Minnesota Timberwolves,116,17779,Target Center
Fri Dec 30 2016,New York Knicks,92,New Orleans Pelicans,104,18124,Smoothie King Center
Fri Dec 30 2016,Portland Trail Blazers,94,San Antonio Spurs,110,18418,AT&T Center
Fri Dec 30 2016,Philadelphia 76ers,124,Denver Nuggets,122,13619,Pepsi Center
Fri Dec 30 2016,Dallas Mavericks,99,Golden State Warriors,108,19596,Oracle Arena
Sat Dec 31 2016,Memphis Grizzlies,112,Sacramento Kings,98,17608,Golden 1 Center
Sat Dec 31 2016,Milwaukee Bucks,116,Chicago Bulls,96,21838,United Center
Sat Dec 31 2016,Cleveland Cavaliers,121,Charlotte Hornets,109,19519,Spectrum Center
Sat Dec 31 2016,New York Knicks,122,Houston Rockets,129,18055,Toyota Center
Sat Dec 31 2016,Los Angeles Clippers,88,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Sat Dec 31 2016,Phoenix Suns,86,Utah Jazz,91,19911,Vivint Smart Home Arena
Sun Jan 1 2017,San Antonio Spurs,112,Atlanta Hawks,114,18088,Philips Arena
Sun Jan 1 2017,Orlando Magic,104,Indiana Pacers,117,17530,Bankers Life Fieldhouse
Sun Jan 1 2017,Detroit Pistons,107,Miami Heat,98,19844,AmericanAirlines Arena
Sun Jan 1 2017,Portland Trail Blazers,95,Minnesota Timberwolves,89,15804,Target Center
Sun Jan 1 2017,Toronto Raptors,123,Los Angeles Lakers,114,18997,STAPLES Center
Mon Jan 2 2017,New Orleans Pelicans,82,Cleveland Cavaliers,90,20562,Quicken Loans Arena
Mon Jan 2 2017,Oklahoma City Thunder,94,Milwaukee Bucks,98,17423,BMO Harris Bradley Center
Mon Jan 2 2017,Utah Jazz,101,Brooklyn Nets,89,15634,Barclays Center
Mon Jan 2 2017,Orlando Magic,115,New York Knicks,103,19812,Madison Square Garden (IV)
Mon Jan 2 2017,Charlotte Hornets,111,Chicago Bulls,118,21612,United Center
Mon Jan 2 2017,Washington Wizards,91,Houston Rockets,101,16569,Toyota Center
Mon Jan 2 2017,Denver Nuggets,119,Golden State Warriors,127,19596,Oracle Arena
Mon Jan 2 2017,Phoenix Suns,98,Los Angeles Clippers,109,19060,STAPLES Center
Tue Jan 3 2017,Minnesota Timberwolves,91,Philadelphia 76ers,93,17124,Wells Fargo Center
Tue Jan 3 2017,Utah Jazz,104,Boston Celtics,115,18624,TD Garden
Tue Jan 3 2017,Indiana Pacers,121,Detroit Pistons,116,13435,The Palace of Auburn Hills
Tue Jan 3 2017,Washington Wizards,105,Dallas Mavericks,113,19318,American Airlines Center
Tue Jan 3 2017,Toronto Raptors,82,San Antonio Spurs,110,18418,AT&T Center
Tue Jan 3 2017,Sacramento Kings,120,Denver Nuggets,113,11018,Pepsi Center
Tue Jan 3 2017,Miami Heat,90,Phoenix Suns,99,16772,Talking Stick Resort Arena
Tue Jan 3 2017,Memphis Grizzlies,102,Los Angeles Lakers,116,18997,STAPLES Center
Wed Jan 4 2017,Oklahoma City Thunder,112,Charlotte Hornets,123,18418,Spectrum Center
Wed Jan 4 2017,Atlanta Hawks,111,Orlando Magic,92,18846,Amway Center
Wed Jan 4 2017,Milwaukee Bucks,105,New York Knicks,104,19812,Madison Square Garden (IV)
Wed Jan 4 2017,Chicago Bulls,106,Cleveland Cavaliers,94,20562,Quicken Loans Arena
Wed Jan 4 2017,Portland Trail Blazers,117,Golden State Warriors,125,19596,Oracle Arena
Wed Jan 4 2017,Memphis Grizzlies,106,Los Angeles Clippers,115,19060,STAPLES Center
Wed Jan 4 2017,Miami Heat,107,Sacramento Kings,102,17608,Golden 1 Center
Thu Jan 5 2017,Brooklyn Nets,109,Indiana Pacers,121,16421,Bankers Life Fieldhouse
Thu Jan 5 2017,Charlotte Hornets,114,Detroit Pistons,115,13723,The Palace of Auburn Hills
Thu Jan 5 2017,Utah Jazz,93,Toronto Raptors,101,19800,Air Canada Centre
Thu Jan 5 2017,Oklahoma City Thunder,116,Houston Rockets,118,18055,Toyota Center
Thu Jan 5 2017,Atlanta Hawks,99,New Orleans Pelicans,94,15003,Smoothie King Center
Thu Jan 5 2017,Phoenix Suns,102,Dallas Mavericks,95,19570,American Airlines Center
Thu Jan 5 2017,San Antonio Spurs,127,Denver Nuggets,99,14391,Pepsi Center
Thu Jan 5 2017,Los Angeles Lakers,109,Portland Trail Blazers,118,19403,Moda Center
Fri Jan 6 2017,Houston Rockets,100,Orlando Magic,93,19272,Amway Center
Fri Jan 6 2017,Minnesota Timberwolves,105,Washington Wizards,112,18686,Verizon Center
Fri Jan 6 2017,Philadelphia 76ers,106,Boston Celtics,110,18624,TD Garden
Fri Jan 6 2017,Cleveland Cavaliers,116,Brooklyn Nets,108,17732,Barclays Center
Fri Jan 6 2017,New York Knicks,116,Milwaukee Bucks,111,18717,BMO Harris Bradley Center
Fri Jan 6 2017,Memphis Grizzlies,128,Golden State Warriors,119,19596,Oracle Arena
Fri Jan 6 2017,Miami Heat,100,Los Angeles Lakers,127,18997,STAPLES Center
Fri Jan 6 2017,Los Angeles Clippers,106,Sacramento Kings,98,17608,Golden 1 Center
Sat Jan 7 2017,New York Knicks,109,Indiana Pacers,123,17367,Bankers Life Fieldhouse
Sat Jan 7 2017,New Orleans Pelicans,108,Boston Celtics,117,18624,TD Garden
Sat Jan 7 2017,Toronto Raptors,118,Chicago Bulls,123,21195,United Center
Sat Jan 7 2017,Utah Jazz,94,Minnesota Timberwolves,92,13945,Target Center
Sat Jan 7 2017,Denver Nuggets,106,Oklahoma City Thunder,121,18203,Chesapeake Energy Arena
Sat Jan 7 2017,Atlanta Hawks,97,Dallas Mavericks,82,19655,American Airlines Center
Sat Jan 7 2017,Charlotte Hornets,85,San Antonio Spurs,102,18418,AT&T Center
Sun Jan 8 2017,Philadelphia 76ers,105,Brooklyn Nets,95,16123,Barclays Center
Sun Jan 8 2017,Washington Wizards,107,Milwaukee Bucks,101,15311,BMO Harris Bradley Center
Sun Jan 8 2017,Miami Heat,86,Los Angeles Clippers,98,19060,STAPLES Center
Sun Jan 8 2017,Houston Rockets,129,Toronto Raptors,122,19800,Air Canada Centre
Sun Jan 8 2017,Utah Jazz,79,Memphis Grizzlies,88,16112,FedEx Forum
Sun Jan 8 2017,Cleveland Cavaliers,120,Phoenix Suns,116,18055,Talking Stick Resort Arena
Sun Jan 8 2017,Detroit Pistons,125,Portland Trail Blazers,124,13506,Moda Center
Sun Jan 8 2017,Golden State Warriors,117,Sacramento Kings,106,17608,Golden 1 Center
Sun Jan 8 2017,Orlando Magic,95,Los Angeles Lakers,111,18997,STAPLES Center
Mon Jan 9 2017,New Orleans Pelicans,110,New York Knicks,96,19812,Madison Square Garden (IV)
Mon Jan 9 2017,Oklahoma City Thunder,109,Chicago Bulls,94,21923,United Center
Mon Jan 9 2017,Dallas Mavericks,92,Minnesota Timberwolves,101,9625,Target Center
Tue Jan 10 2017,Chicago Bulls,99,Washington Wizards,101,14361,Verizon Center
Tue Jan 10 2017,Atlanta Hawks,117,Brooklyn Nets,97,13279,Barclays Center
Tue Jan 10 2017,Boston Celtics,106,Toronto Raptors,114,19800,Air Canada Centre
Tue Jan 10 2017,Charlotte Hornets,114,Houston Rockets,121,16196,Toyota Center
Tue Jan 10 2017,Milwaukee Bucks,109,San Antonio Spurs,107,18418,AT&T Center
Tue Jan 10 2017,Cleveland Cavaliers,92,Utah Jazz,100,19911,Vivint Smart Home Arena
Tue Jan 10 2017,Miami Heat,95,Golden State Warriors,107,19596,Oracle Arena
Tue Jan 10 2017,Portland Trail Blazers,108,Los Angeles Lakers,87,18483,STAPLES Center
Tue Jan 10 2017,Detroit Pistons,94,Sacramento Kings,100,17608,Golden 1 Center
Wed Jan 11 2017,New York Knicks,97,Philadelphia 76ers,98,18755,Wells Fargo Center
Wed Jan 11 2017,Washington Wizards,108,Boston Celtics,117,18624,TD Garden
Wed Jan 11 2017,Houston Rockets,105,Minnesota Timberwolves,119,13858,Target Center
Wed Jan 11 2017,Memphis Grizzlies,95,Oklahoma City Thunder,103,18203,Chesapeake Energy Arena
Wed Jan 11 2017,Orlando Magic,96,Los Angeles Clippers,105,19060,STAPLES Center
Wed Jan 11 2017,Cleveland Cavaliers,86,Portland Trail Blazers,102,19393,Moda Center
Thu Jan 12 2017,Indiana Pacers,112,Denver Nuggets,140,18689,The O2 Arena
Thu Jan 12 2017,New Orleans Pelicans,104,Brooklyn Nets,95,14352,Barclays Center
Thu Jan 12 2017,Chicago Bulls,89,New York Knicks,104,19812,Madison Square Garden (IV)
Thu Jan 12 2017,Los Angeles Lakers,94,San Antonio Spurs,134,18418,AT&T Center
Thu Jan 12 2017,Dallas Mavericks,113,Phoenix Suns,108,19874,Mexico City Arena
