date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Mon Nov 26 2018,San Antonio Spurs,108,Chicago Bulls,107,19006,United Center
Mon Nov 26 2018,Boston Celtics,124,New Orleans Pelicans,107,15189,Smoothie King Center
Mon Nov 26 2018,Indiana Pacers,121,Utah Jazz,88,18306,Vivint Smart Home Arena
Mon Nov 26 2018,Orlando Magic,110,Golden State Warriors,116,19596,Oracle Arena
Tue Nov 27 2018,New York Knicks,108,Detroit Pistons,115,13935,Little Caesars Arena
Tue Nov 27 2018,Atlanta Hawks,115,Miami Heat,113,19600,AmericanAirlines Arena
Tue Nov 27 2018,Toronto Raptors,122,Memphis Grizzlies,114,14187,FedEx Forum
Tue Nov 27 2018,Los Angeles Lakers,85,Denver Nuggets,117,19583,Pepsi Center
Tue Nov 27 2018,Indiana Pacers,109,Phoenix Suns,104,13038,Talking Stick Resort Arena
Wed Nov 28 2018,Atlanta Hawks,94,Charlotte Hornets,108,12971,Spectrum Center
Wed Nov 28 2018,New York Knicks,91,Philadelphia 76ers,117,20274,Wells Fargo Center
Wed Nov 28 2018,Utah Jazz,101,Brooklyn Nets,91,12928,Barclays Center
Wed Nov 28 2018,Dallas Mavericks,128,Houston Rockets,108,18055,Toyota Center
Wed Nov 28 2018,Chicago Bulls,113,Milwaukee Bucks,116,16660,Fiserv Forum
Wed Nov 28 2018,San Antonio Spurs,89,Minnesota Timberwolves,128,11023,Target Center
Wed Nov 28 2018,Washington Wizards,104,New Orleans Pelicans,125,13570,Smoothie King Center
Wed Nov 28 2018,Cleveland Cavaliers,83,Oklahoma City Thunder,100,18203,Chesapeake Energy Arena
Wed Nov 28 2018,Orlando Magic,112,Portland Trail Blazers,115,18865,Moda Center
Wed Nov 28 2018,Phoenix Suns,99,Los Angeles Clippers,115,16372,STAPLES Center
Thu Nov 29 2018,Golden State Warriors,128,Toronto Raptors,131,20073,Scotiabank Arena
Thu Nov 29 2018,Indiana Pacers,96,Los Angeles Lakers,104,18997,STAPLES Center
Thu Nov 29 2018,Los Angeles Clippers,133,Sacramento Kings,121,17583,Golden 1 Center
Fri Nov 30 2018,Cleveland Cavaliers,95,Boston Celtics,128,18624,TD Garden
Fri Nov 30 2018,Utah Jazz,119,Charlotte Hornets,111,15812,Spectrum Center
Fri Nov 30 2018,Chicago Bulls,88,Detroit Pistons,107,15372,Little Caesars Arena
Fri Nov 30 2018,Washington Wizards,98,Philadelphia 76ers,123,20400,Wells Fargo Center
Fri Nov 30 2018,Memphis Grizzlies,131,Brooklyn Nets,125,12983,Barclays Center
Fri Nov 30 2018,New Orleans Pelicans,101,Miami Heat,106,19600,AmericanAirlines Arena
Fri Nov 30 2018,Atlanta Hawks,109,Oklahoma City Thunder,124,18203,Chesapeake Energy Arena
Fri Nov 30 2018,Houston Rockets,136,San Antonio Spurs,105,18354,AT&T Center
Fri Nov 30 2018,Orlando Magic,99,Phoenix Suns,85,13228,Talking Stick Resort Arena
Fri Nov 30 2018,Dallas Mavericks,103,Los Angeles Lakers,114,18997,STAPLES Center
Fri Nov 30 2018,Denver Nuggets,113,Portland Trail Blazers,112,19459,Moda Center
Sat Dec 1 2018,Milwaukee Bucks,134,New York Knicks,136,19812,Madison Square Garden (IV)
Sat Dec 1 2018,Golden State Warriors,102,Detroit Pistons,111,20332,Little Caesars Arena
Sat Dec 1 2018,Brooklyn Nets,88,Washington Wizards,102,15448,Capital One Arena
Sat Dec 1 2018,Toronto Raptors,106,Cleveland Cavaliers,95,19432,Quicken Loans Arena
Sat Dec 1 2018,Chicago Bulls,105,Houston Rockets,121,18055,Toyota Center
Sat Dec 1 2018,Boston Celtics,118,Minnesota Timberwolves,109,17663,Target Center
Sat Dec 1 2018,Indiana Pacers,110,Sacramento Kings,111,17583,Golden 1 Center
Sun Dec 2 2018,Phoenix Suns,96,Los Angeles Lakers,120,18997,STAPLES Center
Sun Dec 2 2018,New Orleans Pelicans,119,Charlotte Hornets,109,15336,Spectrum Center
Sun Dec 2 2018,Utah Jazz,100,Miami Heat,102,19600,AmericanAirlines Arena
Sun Dec 2 2018,Memphis Grizzlies,95,Philadelphia 76ers,103,20334,Wells Fargo Center
Sun Dec 2 2018,Los Angeles Clippers,110,Dallas Mavericks,114,19551,American Airlines Center
Sun Dec 2 2018,Portland Trail Blazers,118,San Antonio Spurs,131,18354,AT&T Center
Mon Dec 3 2018,Oklahoma City Thunder,110,Detroit Pistons,83,14372,Little Caesars Arena
Mon Dec 3 2018,Golden State Warriors,128,Atlanta Hawks,111,16631,State Farm Arena
Mon Dec 3 2018,Cleveland Cavaliers,99,Brooklyn Nets,97,10983,Barclays Center
Mon Dec 3 2018,Washington Wizards,110,New York Knicks,107,19440,Madison Square Garden (IV)
Mon Dec 3 2018,Denver Nuggets,106,Toronto Raptors,103,19800,Scotiabank Arena
Mon Dec 3 2018,Houston Rockets,91,Minnesota Timberwolves,103,13834,Target Center
Mon Dec 3 2018,Los Angeles Clippers,129,New Orleans Pelicans,126,13822,Smoothie King Center
Tue Dec 4 2018,Chicago Bulls,90,Indiana Pacers,96,16446,Bankers Life Fieldhouse
Tue Dec 4 2018,Orlando Magic,105,Miami Heat,90,19600,AmericanAirlines Arena
Tue Dec 4 2018,Portland Trail Blazers,102,Dallas Mavericks,111,19341,American Airlines Center
Tue Dec 4 2018,Sacramento Kings,122,Phoenix Suns,105,12977,Talking Stick Resort Arena
Tue Dec 4 2018,San Antonio Spurs,105,Utah Jazz,139,18306,Vivint Smart Home Arena
Wed Dec 5 2018,Golden State Warriors,129,Cleveland Cavaliers,105,19432,Quicken Loans Arena
Wed Dec 5 2018,Denver Nuggets,124,Orlando Magic,118,16636,Amway Center
Wed Dec 5 2018,Washington Wizards,131,Atlanta Hawks,117,12551,State Farm Arena
Wed Dec 5 2018,Oklahoma City Thunder,114,Brooklyn Nets,112,13161,Barclays Center
Wed Dec 5 2018,Los Angeles Clippers,86,Memphis Grizzlies,96,14144,FedEx Forum
Wed Dec 5 2018,Detroit Pistons,92,Milwaukee Bucks,115,16541,Fiserv Forum
Wed Dec 5 2018,Charlotte Hornets,104,Minnesota Timberwolves,121,11248,Target Center
Wed Dec 5 2018,Dallas Mavericks,106,New Orleans Pelicans,132,14810,Smoothie King Center
Wed Dec 5 2018,Philadelphia 76ers,102,Toronto Raptors,113,19800,Scotiabank Arena
Wed Dec 5 2018,San Antonio Spurs,113,Los Angeles Lakers,121,18997,STAPLES Center
Thu Dec 6 2018,New York Knicks,100,Boston Celtics,128,18624,TD Garden
Thu Dec 6 2018,Phoenix Suns,86,Portland Trail Blazers,108,19001,Moda Center
Thu Dec 6 2018,Houston Rockets,91,Utah Jazz,118,18306,Vivint Smart Home Arena
Fri Dec 7 2018,Denver Nuggets,107,Charlotte Hornets,113,13755,Spectrum Center
Fri Dec 7 2018,Philadelphia 76ers,117,Detroit Pistons,111,15680,Little Caesars Arena
Fri Dec 7 2018,Indiana Pacers,112,Orlando Magic,90,17214,Amway Center
Fri Dec 7 2018,Toronto Raptors,105,Brooklyn Nets,106,14035,Barclays Center
Fri Dec 7 2018,Sacramento Kings,129,Cleveland Cavaliers,110,19432,Quicken Loans Arena
Fri Dec 7 2018,Oklahoma City Thunder,112,Chicago Bulls,114,19842,United Center
Fri Dec 7 2018,Memphis Grizzlies,107,New Orleans Pelicans,103,18447,Smoothie King Center
Fri Dec 7 2018,Los Angeles Lakers,120,San Antonio Spurs,133,18354,AT&T Center
Fri Dec 7 2018,Miami Heat,115,Phoenix Suns,98,14273,Talking Stick Resort Arena
Fri Dec 7 2018,Golden State Warriors,105,Milwaukee Bucks,95,17852,Fiserv Forum
Sat Dec 8 2018,Houston Rockets,104,Dallas Mavericks,107,20254,American Airlines Center
Sat Dec 8 2018,Sacramento Kings,97,Indiana Pacers,107,16867,Bankers Life Fieldhouse
Sat Dec 8 2018,Denver Nuggets,98,Atlanta Hawks,106,14409,State Farm Arena
Sat Dec 8 2018,Washington Wizards,101,Cleveland Cavaliers,116,19432,Quicken Loans Arena
Sat Dec 8 2018,Brooklyn Nets,112,New York Knicks,104,18662,Madison Square Garden (IV)
Sat Dec 8 2018,Boston Celtics,133,Chicago Bulls,77,20923,United Center
Sat Dec 8 2018,Los Angeles Lakers,111,Memphis Grizzlies,88,17794,FedEx Forum
Sat Dec 8 2018,Minnesota Timberwolves,105,Portland Trail Blazers,113,19359,Moda Center
Sat Dec 8 2018,Miami Heat,121,Los Angeles Clippers,98,17113,STAPLES Center
Sun Dec 9 2018,New Orleans Pelicans,116,Detroit Pistons,108,14705,Little Caesars Arena
Sun Dec 9 2018,Milwaukee Bucks,104,Toronto Raptors,99,19800,Scotiabank Arena
Sun Dec 9 2018,Utah Jazz,97,San Antonio Spurs,110,17834,AT&T Center
Sun Dec 9 2018,Charlotte Hornets,119,New York Knicks,107,18602,Madison Square Garden (IV)
Mon Dec 10 2018,Washington Wizards,101,Indiana Pacers,109,14645,Bankers Life Fieldhouse
Mon Dec 10 2018,Detroit Pistons,102,Philadelphia 76ers,116,20199,Wells Fargo Center
Mon Dec 10 2018,New Orleans Pelicans,100,Boston Celtics,113,18624,TD Garden
Mon Dec 10 2018,Sacramento Kings,108,Chicago Bulls,89,18164,United Center
Mon Dec 10 2018,Cleveland Cavaliers,92,Milwaukee Bucks,108,17155,Fiserv Forum
Mon Dec 10 2018,Utah Jazz,113,Oklahoma City Thunder,122,18203,Chesapeake Energy Arena
Mon Dec 10 2018,Orlando Magic,76,Dallas Mavericks,101,19334,American Airlines Center
Mon Dec 10 2018,Memphis Grizzlies,99,Denver Nuggets,105,15278,Pepsi Center
Mon Dec 10 2018,Los Angeles Clippers,123,Phoenix Suns,119,12088,Talking Stick Resort Arena
Mon Dec 10 2018,Minnesota Timberwolves,108,Golden State Warriors,116,19596,Oracle Arena
Mon Dec 10 2018,Miami Heat,105,Los Angeles Lakers,108,18997,STAPLES Center
Tue Dec 11 2018,Portland Trail Blazers,104,Houston Rockets,111,18055,Toyota Center
Tue Dec 11 2018,Phoenix Suns,86,San Antonio Spurs,111,17676,AT&T Center
Tue Dec 11 2018,Toronto Raptors,123,Los Angeles Clippers,99,17812,STAPLES Center
Wed Dec 12 2018,Detroit Pistons,107,Charlotte Hornets,108,13997,Spectrum Center
Wed Dec 12 2018,New York Knicks,106,Cleveland Cavaliers,113,19432,Quicken Loans Arena
Wed Dec 12 2018,Milwaukee Bucks,97,Indiana Pacers,113,17070,Bankers Life Fieldhouse
Wed Dec 12 2018,Brooklyn Nets,127,Philadelphia 76ers,124,20376,Wells Fargo Center
Wed Dec 12 2018,Boston Celtics,130,Washington Wizards,125,20409,Capital One Arena
Wed Dec 12 2018,Portland Trail Blazers,83,Memphis Grizzlies,92,16282,FedEx Forum
Wed Dec 12 2018,Oklahoma City Thunder,114,New Orleans Pelicans,118,14450,Smoothie King Center
Wed Dec 12 2018,Atlanta Hawks,107,Dallas Mavericks,114,19643,American Airlines Center
Wed Dec 12 2018,Miami Heat,84,Utah Jazz,111,18306,Vivint Smart Home Arena
Wed Dec 12 2018,Minnesota Timberwolves,130,Sacramento Kings,141,15770,Golden 1 Center
Wed Dec 12 2018,Toronto Raptors,113,Golden State Warriors,93,19596,Oracle Arena
Thu Dec 13 2018,Los Angeles Lakers,111,Houston Rockets,126,18055,Toyota Center
Thu Dec 13 2018,Los Angeles Clippers,87,San Antonio Spurs,125,18354,AT&T Center
Thu Dec 13 2018,Chicago Bulls,91,Orlando Magic,97,20201,Mexico City Arena
Thu Dec 13 2018,Dallas Mavericks,89,Phoenix Suns,99,13265,Talking Stick Resort Arena
Fri Dec 14 2018,Atlanta Hawks,108,Boston Celtics,129,18624,TD Garden
Fri Dec 14 2018,New York Knicks,126,Charlotte Hornets,124,17622,Spectrum Center
Fri Dec 14 2018,Washington Wizards,118,Brooklyn Nets,125,13232,Barclays Center
Fri Dec 14 2018,Milwaukee Bucks,114,Cleveland Cavaliers,102,19432,Quicken Loans Arena
Fri Dec 14 2018,Indiana Pacers,113,Philadelphia 76ers,101,20337,Wells Fargo Center
Fri Dec 14 2018,Miami Heat,100,Memphis Grizzlies,97,16313,FedEx Forum
Fri Dec 14 2018,Oklahoma City Thunder,98,Denver Nuggets,109,19520,Pepsi Center
Fri Dec 14 2018,Toronto Raptors,122,Portland Trail Blazers,128,19458,Moda Center
Fri Dec 14 2018,Golden State Warriors,130,Sacramento Kings,125,17583,Golden 1 Center
Sat Dec 15 2018,Utah Jazz,89,Orlando Magic,96,20011,Mexico City Arena
Sat Dec 15 2018,Los Angeles Lakers,128,Charlotte Hornets,100,19641,Spectrum Center
Sat Dec 15 2018,Boston Celtics,104,Detroit Pistons,113,17078,Little Caesars Arena
Sat Dec 15 2018,Houston Rockets,105,Memphis Grizzlies,97,16777,FedEx Forum
Sat Dec 15 2018,Chicago Bulls,98,San Antonio Spurs,93,18354,AT&T Center
Sat Dec 15 2018,Los Angeles Clippers,104,Oklahoma City Thunder,110,18203,Chesapeake Energy Arena
Sat Dec 15 2018,Minnesota Timberwolves,99,Phoenix Suns,107,14244,Talking Stick Resort Arena
Sun Dec 16 2018,Atlanta Hawks,127,Brooklyn Nets,144,13955,Barclays Center
Sun Dec 16 2018,Philadelphia 76ers,128,Cleveland Cavaliers,105,19432,Quicken Loans Arena
Sun Dec 16 2018,New York Knicks,99,Indiana Pacers,110,16646,Bankers Life Fieldhouse
Sun Dec 16 2018,Los Angeles Lakers,110,Washington Wizards,128,20409,Capital One Arena
Sun Dec 16 2018,Sacramento Kings,120,Dallas Mavericks,113,19935,American Airlines Center
Sun Dec 16 2018,Miami Heat,102,New Orleans Pelicans,96,15535,Smoothie King Center
Sun Dec 16 2018,Toronto Raptors,86,Denver Nuggets,95,19520,Pepsi Center
Mon Dec 17 2018,Milwaukee Bucks,107,Detroit Pistons,104,15051,Little Caesars Arena
Mon Dec 17 2018,Phoenix Suns,128,New York Knicks,110,18437,Madison Square Garden (IV)
Mon Dec 17 2018,Utah Jazz,97,Houston Rockets,102,18055,Toyota Center
Mon Dec 17 2018,Sacramento Kings,105,Minnesota Timberwolves,132,12417,Target Center
Mon Dec 17 2018,Chicago Bulls,96,Oklahoma City Thunder,121,18203,Chesapeake Energy Arena
Mon Dec 17 2018,Philadelphia 76ers,96,San Antonio Spurs,123,17486,AT&T Center
Mon Dec 17 2018,Memphis Grizzlies,93,Golden State Warriors,110,19596,Oracle Arena
Mon Dec 17 2018,Portland Trail Blazers,131,Los Angeles Clippers,127,16030,STAPLES Center
Tue Dec 18 2018,Cleveland Cavaliers,92,Indiana Pacers,91,15630,Bankers Life Fieldhouse
Tue Dec 18 2018,Washington Wizards,110,Atlanta Hawks,118,16489,State Farm Arena
Tue Dec 18 2018,Los Angeles Lakers,110,Brooklyn Nets,115,17732,Barclays Center
Tue Dec 18 2018,Dallas Mavericks,118,Denver Nuggets,126,15764,Pepsi Center
Wed Dec 19 2018,Cleveland Cavaliers,99,Charlotte Hornets,110,15179,Spectrum Center
Wed Dec 19 2018,San Antonio Spurs,129,Orlando Magic,90,17138,Amway Center
Wed Dec 19 2018,New York Knicks,109,Philadelphia 76ers,131,20424,Wells Fargo Center
Wed Dec 19 2018,Phoenix Suns,111,Boston Celtics,103,18624,TD Garden
Wed Dec 19 2018,Indiana Pacers,96,Toronto Raptors,99,19800,Scotiabank Arena
Wed Dec 19 2018,Brooklyn Nets,96,Chicago Bulls,93,18065,United Center
Wed Dec 19 2018,Washington Wizards,118,Houston Rockets,136,18055,Toyota Center
Wed Dec 19 2018,New Orleans Pelicans,115,Milwaukee Bucks,123,17341,Fiserv Forum
Wed Dec 19 2018,Detroit Pistons,129,Minnesota Timberwolves,123,15883,Target Center
Wed Dec 19 2018,Golden State Warriors,103,Utah Jazz,108,18306,Vivint Smart Home Arena
Wed Dec 19 2018,Memphis Grizzlies,92,Portland Trail Blazers,99,19412,Moda Center
Wed Dec 19 2018,Oklahoma City Thunder,132,Sacramento Kings,113,17583,Golden 1 Center
Thu Dec 20 2018,Houston Rockets,99,Miami Heat,101,19600,AmericanAirlines Arena
Thu Dec 20 2018,Dallas Mavericks,121,Los Angeles Clippers,125,17528,STAPLES Center
Fri Dec 21 2018,Detroit Pistons,86,Charlotte Hornets,98,15812,Spectrum Center
Fri Dec 21 2018,Cleveland Cavaliers,110,Toronto Raptors,126,19800,Scotiabank Arena
Fri Dec 21 2018,Indiana Pacers,114,Brooklyn Nets,106,13302,Barclays Center
Fri Dec 21 2018,Atlanta Hawks,114,New York Knicks,107,19080,Madison Square Garden (IV)
Fri Dec 21 2018,Milwaukee Bucks,120,Boston Celtics,107,18624,TD Garden
Fri Dec 21 2018,Orlando Magic,80,Chicago Bulls,90,20436,United Center
Fri Dec 21 2018,Minnesota Timberwolves,98,San Antonio Spurs,124,17708,AT&T Center
Fri Dec 21 2018,Utah Jazz,120,Portland Trail Blazers,90,19127,Moda Center
Fri Dec 21 2018,Memphis Grizzlies,99,Sacramento Kings,102,16369,Golden 1 Center
Fri Dec 21 2018,New Orleans Pelicans,104,Los Angeles Lakers,112,18997,STAPLES Center
Sat Dec 22 2018,Denver Nuggets,111,Los Angeles Clippers,132,16571,STAPLES Center
Sat Dec 22 2018,Phoenix Suns,146,Washington Wizards,149,16571,Capital One Arena
Sat Dec 22 2018,Toronto Raptors,101,Philadelphia 76ers,126,20691,Wells Fargo Center
Sat Dec 22 2018,San Antonio Spurs,101,Houston Rockets,108,18055,Toyota Center
Sat Dec 22 2018,Milwaukee Bucks,87,Miami Heat,94,19600,AmericanAirlines Arena
Sat Dec 22 2018,Dallas Mavericks,116,Golden State Warriors,120,19596,Oracle Arena
Sat Dec 22 2018,Oklahoma City Thunder,107,Utah Jazz,106,18306,Vivint Smart Home Arena
Sun Dec 23 2018,Atlanta Hawks,98,Detroit Pistons,95,16532,Little Caesars Arena
Sun Dec 23 2018,Washington Wizards,89,Indiana Pacers,105,17923,Bankers Life Fieldhouse
Sun Dec 23 2018,Charlotte Hornets,103,Boston Celtics,119,18624,TD Garden
Sun Dec 23 2018,Phoenix Suns,103,Brooklyn Nets,111,15310,Barclays Center
Sun Dec 23 2018,Chicago Bulls,112,Cleveland Cavaliers,92,19432,Quicken Loans Arena
Sun Dec 23 2018,Miami Heat,115,Orlando Magic,91,18846,Amway Center
Sun Dec 23 2018,New Orleans Pelicans,117,Sacramento Kings,122,16643,Golden 1 Center
Sun Dec 23 2018,Minnesota Timberwolves,114,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Sun Dec 23 2018,Los Angeles Clippers,127,Golden State Warriors,129,19596,Oracle Arena
Sun Dec 23 2018,Dallas Mavericks,118,Portland Trail Blazers,121,19707,Moda Center
Sun Dec 23 2018,Memphis Grizzlies,107,Los Angeles Lakers,99,18997,STAPLES Center
Tue Dec 25 2018,Milwaukee Bucks,109,New York Knicks,95,19812,Madison Square Garden (IV)
Tue Dec 25 2018,Oklahoma City Thunder,109,Houston Rockets,113,18055,Toyota Center
Tue Dec 25 2018,Philadelphia 76ers,114,Boston Celtics,121,18624,TD Garden
Tue Dec 25 2018,Los Angeles Lakers,127,Golden State Warriors,101,19596,Oracle Arena
Tue Dec 25 2018,Portland Trail Blazers,96,Utah Jazz,117,18306,Vivint Smart Home Arena
Wed Dec 26 2018,Washington Wizards,95,Detroit Pistons,106,17534,Little Caesars Arena
Wed Dec 26 2018,Phoenix Suns,122,Orlando Magic,120,16755,Amway Center
Wed Dec 26 2018,Indiana Pacers,129,Atlanta Hawks,121,15026,State Farm Arena
Wed Dec 26 2018,Charlotte Hornets,132,Brooklyn Nets,134,14309,Barclays Center
Wed Dec 26 2018,Toronto Raptors,106,Miami Heat,104,19902,AmericanAirlines Arena
Wed Dec 26 2018,Minnesota Timberwolves,119,Chicago Bulls,94,21852,United Center
Wed Dec 26 2018,Cleveland Cavaliers,87,Memphis Grizzlies,95,16424,FedEx Forum
Wed Dec 26 2018,New Orleans Pelicans,119,Dallas Mavericks,122,20340,American Airlines Center
Wed Dec 26 2018,Denver Nuggets,103,San Antonio Spurs,111,18408,AT&T Center
Wed Dec 26 2018,Sacramento Kings,118,Los Angeles Clippers,127,19068,STAPLES Center
Thu Dec 27 2018,Boston Celtics,113,Houston Rockets,127,18055,Toyota Center
Thu Dec 27 2018,New York Knicks,96,Milwaukee Bucks,112,18058,Fiserv Forum
Thu Dec 27 2018,Los Angeles Lakers,116,Sacramento Kings,117,17583,Golden 1 Center
Thu Dec 27 2018,Portland Trail Blazers,110,Golden State Warriors,109,19596,Oracle Arena
Thu Dec 27 2018,Philadelphia 76ers,114,Utah Jazz,97,18306,Vivint Smart Home Arena
Fri Dec 28 2018,Brooklyn Nets,87,Charlotte Hornets,100,19411,Spectrum Center
Fri Dec 28 2018,Detroit Pistons,88,Indiana Pacers,125,17923,Bankers Life Fieldhouse
Fri Dec 28 2018,Toronto Raptors,87,Orlando Magic,116,18846,Amway Center
Fri Dec 28 2018,Chicago Bulls,101,Washington Wizards,92,20409,Capital One Arena
Fri Dec 28 2018,Cleveland Cavaliers,94,Miami Heat,118,19617,AmericanAirlines Arena
Fri Dec 28 2018,Atlanta Hawks,123,Minnesota Timberwolves,120,18978,Target Center
Fri Dec 28 2018,Dallas Mavericks,112,New Orleans Pelicans,114,18364,Smoothie King Center
Fri Dec 28 2018,San Antonio Spurs,99,Denver Nuggets,102,20076,Pepsi Center
Fri Dec 28 2018,Oklahoma City Thunder,118,Phoenix Suns,102,18055,Talking Stick Resort Arena
Fri Dec 28 2018,Los Angeles Clippers,118,Los Angeles Lakers,107,18997,STAPLES Center
Sat Dec 29 2018,Brooklyn Nets,115,Milwaukee Bucks,129,17918,Fiserv Forum
Sat Dec 29 2018,Houston Rockets,108,New Orleans Pelicans,104,17555,Smoothie King Center
Sat Dec 29 2018,Charlotte Hornets,126,Washington Wizards,130,17197,Capital One Arena
Sat Dec 29 2018,Cleveland Cavaliers,108,Atlanta Hawks,111,16460,State Farm Arena
Sat Dec 29 2018,Boston Celtics,112,Memphis Grizzlies,103,17794,FedEx Forum
Sat Dec 29 2018,New York Knicks,97,Utah Jazz,129,18306,Vivint Smart Home Arena
Sat Dec 29 2018,Denver Nuggets,122,Phoenix Suns,118,14975,Talking Stick Resort Arena
Sat Dec 29 2018,Golden State Warriors,115,Portland Trail Blazers,105,19797,Moda Center
Sat Dec 29 2018,San Antonio Spurs,122,Los Angeles Clippers,111,19068,STAPLES Center
Sun Dec 30 2018,Detroit Pistons,107,Orlando Magic,109,17761,Amway Center
Sun Dec 30 2018,Minnesota Timberwolves,113,Miami Heat,104,19600,AmericanAirlines Arena
Sun Dec 30 2018,Chicago Bulls,89,Toronto Raptors,95,19800,Scotiabank Arena
Sun Dec 30 2018,Oklahoma City Thunder,103,Dallas Mavericks,105,20380,American Airlines Center
Sun Dec 30 2018,Philadelphia 76ers,95,Portland Trail Blazers,129,19393,Moda Center
Sun Dec 30 2018,Sacramento Kings,114,Los Angeles Lakers,121,18997,STAPLES Center
Mon Dec 31 2018,Atlanta Hawks,108,Indiana Pacers,116,17923,Bankers Life Fieldhouse
Mon Dec 31 2018,Orlando Magic,100,Charlotte Hornets,125,14694,Spectrum Center
Mon Dec 31 2018,Memphis Grizzlies,101,Houston Rockets,113,18055,Toyota Center
Mon Dec 31 2018,Boston Celtics,111,San Antonio Spurs,120,18354,AT&T Center
Mon Dec 31 2018,Minnesota Timberwolves,114,New Orleans Pelicans,123,14904,Smoothie King Center
Mon Dec 31 2018,Dallas Mavericks,102,Oklahoma City Thunder,122,18203,Chesapeake Energy Arena
Mon Dec 31 2018,Golden State Warriors,132,Phoenix Suns,109,16906,Talking Stick Resort Arena
Tue Jan 1 2019,Utah Jazz,116,Toronto Raptors,122,19800,Scotiabank Arena
Tue Jan 1 2019,Detroit Pistons,98,Milwaukee Bucks,121,17534,Fiserv Forum
Tue Jan 1 2019,New York Knicks,108,Denver Nuggets,115,19520,Pepsi Center
Tue Jan 1 2019,Portland Trail Blazers,113,Sacramento Kings,108,17583,Golden 1 Center
Tue Jan 1 2019,Philadelphia 76ers,119,Los Angeles Clippers,113,17868,STAPLES Center
Wed Jan 2 2019,Dallas Mavericks,122,Charlotte Hornets,84,16955,Spectrum Center
Wed Jan 2 2019,Miami Heat,117,Cleveland Cavaliers,92,19432,Quicken Loans Arena
Wed Jan 2 2019,Atlanta Hawks,98,Washington Wizards,114,15324,Capital One Arena
Wed Jan 2 2019,New Orleans Pelicans,121,Brooklyn Nets,126,16890,Barclays Center
Wed Jan 2 2019,Minnesota Timberwolves,102,Boston Celtics,115,18624,TD Garden
Wed Jan 2 2019,Orlando Magic,112,Chicago Bulls,84,19013,United Center
Wed Jan 2 2019,Detroit Pistons,101,Memphis Grizzlies,94,14109,FedEx Forum
Wed Jan 2 2019,Philadelphia 76ers,132,Phoenix Suns,127,15226,Talking Stick Resort Arena
Wed Jan 2 2019,Oklahoma City Thunder,107,Los Angeles Lakers,100,18997,STAPLES Center
Thu Jan 3 2019,Toronto Raptors,107,San Antonio Spurs,125,18354,AT&T Center
Thu Jan 3 2019,Denver Nuggets,117,Sacramento Kings,113,17583,Golden 1 Center
Thu Jan 3 2019,Houston Rockets,135,Golden State Warriors,134,19596,Oracle Arena
Fri Jan 4 2019,Utah Jazz,117,Cleveland Cavaliers,91,19432,Quicken Loans Arena
Fri Jan 4 2019,Dallas Mavericks,93,Boston Celtics,114,18624,TD Garden
Fri Jan 4 2019,Indiana Pacers,119,Chicago Bulls,116,21284,United Center
Fri Jan 4 2019,Brooklyn Nets,109,Memphis Grizzlies,100,16683,FedEx Forum
Fri Jan 4 2019,Washington Wizards,109,Miami Heat,115,19600,AmericanAirlines Arena
Fri Jan 4 2019,Orlando Magic,103,Minnesota Timberwolves,120,14355,Target Center
Fri Jan 4 2019,Atlanta Hawks,112,Milwaukee Bucks,144,17632,Fiserv Forum
Fri Jan 4 2019,Los Angeles Clippers,121,Phoenix Suns,111,14764,Talking Stick Resort Arena
Fri Jan 4 2019,New York Knicks,119,Los Angeles Lakers,112,18997,STAPLES Center
Fri Jan 4 2019,Oklahoma City Thunder,111,Portland Trail Blazers,109,19393,Moda Center
Sat Jan 5 2019,Charlotte Hornets,110,Denver Nuggets,123,19861,Pepsi Center
Sat Jan 5 2019,Utah Jazz,110,Detroit Pistons,105,17255,Little Caesars Arena
Sat Jan 5 2019,Dallas Mavericks,100,Philadelphia 76ers,106,20656,Wells Fargo Center
Sat Jan 5 2019,New Orleans Pelicans,133,Cleveland Cavaliers,98,19432,Quicken Loans Arena
Sat Jan 5 2019,Toronto Raptors,123,Milwaukee Bucks,116,18028,Fiserv Forum
Sat Jan 5 2019,Memphis Grizzlies,88,San Antonio Spurs,108,18354,AT&T Center
Sat Jan 5 2019,Houston Rockets,101,Portland Trail Blazers,110,19577,Moda Center
Sat Jan 5 2019,Golden State Warriors,127,Sacramento Kings,123,17583,Golden 1 Center
Sun Jan 6 2019,Brooklyn Nets,117,Chicago Bulls,100,19265,United Center
Sun Jan 6 2019,Orlando Magic,96,Los Angeles Clippers,106,16616,STAPLES Center
Sun Jan 6 2019,Los Angeles Lakers,86,Minnesota Timberwolves,108,18978,Target Center
Sun Jan 6 2019,Miami Heat,82,Atlanta Hawks,106,16630,State Farm Arena
Sun Jan 6 2019,Washington Wizards,116,Oklahoma City Thunder,98,18203,Chesapeake Energy Arena
Sun Jan 6 2019,Indiana Pacers,105,Toronto Raptors,121,19800,Scotiabank Arena
Sun Jan 6 2019,Charlotte Hornets,119,Phoenix Suns,113,13110,Talking Stick Resort Arena
Mon Jan 7 2019,San Antonio Spurs,119,Detroit Pistons,107,13107,Little Caesars Arena
Mon Jan 7 2019,Brooklyn Nets,95,Boston Celtics,116,18624,TD Garden
