date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Mon Nov 27 2017,Dallas Mavericks,108,San Antonio Spurs,115,17918,AT&T Center
Mon Nov 27 2017,Sacramento Kings,110,Golden State Warriors,106,19596,Oracle Arena
Mon Nov 27 2017,Los Angeles Lakers,115,Los Angeles Clippers,120,18086,STAPLES Center
Tue Nov 28 2017,Miami Heat,97,Cleveland Cavaliers,108,20562,Quicken Loans Arena
Tue Nov 28 2017,Phoenix Suns,104,Chicago Bulls,99,18324,United Center
Tue Nov 28 2017,Washington Wizards,92,Minnesota Timberwolves,89,13442,Target Center
Tue Nov 28 2017,Milwaukee Bucks,112,Sacramento Kings,87,17583,Golden 1 Center
Tue Nov 28 2017,Denver Nuggets,77,Utah Jazz,106,16790,Vivint Smart Home Arena
Wed Nov 29 2017,Phoenix Suns,107,Detroit Pistons,131,18096,Little Caesars Arena
Wed Nov 29 2017,Oklahoma City Thunder,108,Orlando Magic,121,17797,Amway Center
Wed Nov 29 2017,Washington Wizards,113,Philadelphia 76ers,118,20492,Wells Fargo Center
Wed Nov 29 2017,Miami Heat,86,New York Knicks,115,17693,Madison Square Garden (IV)
Wed Nov 29 2017,Charlotte Hornets,113,Toronto Raptors,126,19800,Air Canada Centre
Wed Nov 29 2017,Indiana Pacers,97,Houston Rockets,118,16760,Toyota Center
Wed Nov 29 2017,Minnesota Timberwolves,120,New Orleans Pelicans,102,15555,Smoothie King Center
Wed Nov 29 2017,Brooklyn Nets,109,Dallas Mavericks,104,19327,American Airlines Center
Wed Nov 29 2017,Memphis Grizzlies,95,San Antonio Spurs,104,18013,AT&T Center
Wed Nov 29 2017,Golden State Warriors,127,Los Angeles Lakers,123,18997,STAPLES Center
Thu Nov 30 2017,Cleveland Cavaliers,121,Atlanta Hawks,114,16379,Philips Arena
Thu Nov 30 2017,Philadelphia 76ers,97,Boston Celtics,108,18624,TD Garden
Thu Nov 30 2017,Chicago Bulls,110,Denver Nuggets,111,15156,Pepsi Center
Thu Nov 30 2017,Milwaukee Bucks,103,Portland Trail Blazers,91,19459,Moda Center
Thu Nov 30 2017,Utah Jazz,126,Los Angeles Clippers,107,15139,STAPLES Center
Fri Dec 1 2017,Golden State Warriors,133,Orlando Magic,112,18846,Amway Center
Fri Dec 1 2017,Detroit Pistons,91,Washington Wizards,109,17885,Capital One Arena
Fri Dec 1 2017,Indiana Pacers,115,Toronto Raptors,120,19800,Air Canada Centre
Fri Dec 1 2017,Sacramento Kings,107,Chicago Bulls,106,19268,United Center
Fri Dec 1 2017,San Antonio Spurs,95,Memphis Grizzlies,79,16413,FedEx Forum
Fri Dec 1 2017,Charlotte Hornets,100,Miami Heat,105,19600,AmericanAirlines Arena
Fri Dec 1 2017,Minnesota Timberwolves,107,Oklahoma City Thunder,111,18203,Chesapeake Energy Arena
Fri Dec 1 2017,New Orleans Pelicans,108,Utah Jazz,114,17725,Vivint Smart Home Arena
Sat Dec 2 2017,Phoenix Suns,111,Boston Celtics,116,18624,TD Garden
Sat Dec 2 2017,Los Angeles Clippers,82,Dallas Mavericks,108,19245,American Airlines Center
Sat Dec 2 2017,Atlanta Hawks,114,Brooklyn Nets,102,13949,Barclays Center
Sat Dec 2 2017,Memphis Grizzlies,111,Cleveland Cavaliers,116,20562,Quicken Loans Arena
Sat Dec 2 2017,Detroit Pistons,103,Philadelphia 76ers,108,20562,Wells Fargo Center
Sat Dec 2 2017,Sacramento Kings,104,Milwaukee Bucks,109,15581,BMO Harris Bradley Center
Sat Dec 2 2017,Los Angeles Lakers,100,Denver Nuggets,115,19520,Pepsi Center
Sat Dec 2 2017,New Orleans Pelicans,123,Portland Trail Blazers,116,18730,Moda Center
Sun Dec 3 2017,Orlando Magic,105,New York Knicks,100,19082,Madison Square Garden (IV)
Sun Dec 3 2017,Golden State Warriors,123,Miami Heat,95,19600,AmericanAirlines Arena
Sun Dec 3 2017,Los Angeles Clippers,106,Minnesota Timberwolves,112,13172,Target Center
Sun Dec 3 2017,San Antonio Spurs,87,Oklahoma City Thunder,90,18203,Chesapeake Energy Arena
Sun Dec 3 2017,Houston Rockets,118,Los Angeles Lakers,95,18997,STAPLES Center
Mon Dec 4 2017,Orlando Magic,94,Charlotte Hornets,104,14419,Spectrum Center
Mon Dec 4 2017,New York Knicks,97,Indiana Pacers,115,12018,Bankers Life Fieldhouse
Mon Dec 4 2017,Phoenix Suns,115,Philadelphia 76ers,101,20564,Wells Fargo Center
Mon Dec 4 2017,Brooklyn Nets,110,Atlanta Hawks,90,12056,Philips Arena
Mon Dec 4 2017,Milwaukee Bucks,100,Boston Celtics,111,18624,TD Garden
Mon Dec 4 2017,Cleveland Cavaliers,113,Chicago Bulls,91,21323,United Center
Mon Dec 4 2017,Minnesota Timberwolves,92,Memphis Grizzlies,95,14012,FedEx Forum
Mon Dec 4 2017,Golden State Warriors,125,New Orleans Pelicans,115,17004,Smoothie King Center
Mon Dec 4 2017,Denver Nuggets,105,Dallas Mavericks,122,19419,American Airlines Center
Mon Dec 4 2017,Detroit Pistons,93,San Antonio Spurs,96,18288,AT&T Center
Mon Dec 4 2017,Washington Wizards,69,Utah Jazz,116,17227,Vivint Smart Home Arena
Tue Dec 5 2017,Phoenix Suns,113,Toronto Raptors,126,19800,Air Canada Centre
Tue Dec 5 2017,Utah Jazz,94,Oklahoma City Thunder,100,18203,Chesapeake Energy Arena
Tue Dec 5 2017,Washington Wizards,106,Portland Trail Blazers,92,19241,Moda Center
Wed Dec 6 2017,Sacramento Kings,95,Cleveland Cavaliers,101,20562,Quicken Loans Arena
Wed Dec 6 2017,Chicago Bulls,96,Indiana Pacers,98,13013,Bankers Life Fieldhouse
Wed Dec 6 2017,Atlanta Hawks,106,Orlando Magic,110,16167,Amway Center
Wed Dec 6 2017,Dallas Mavericks,90,Boston Celtics,97,18624,TD Garden
Wed Dec 6 2017,Memphis Grizzlies,88,New York Knicks,99,19812,Madison Square Garden (IV)
Wed Dec 6 2017,Golden State Warriors,101,Charlotte Hornets,87,19334,Spectrum Center
Wed Dec 6 2017,Detroit Pistons,100,Milwaukee Bucks,104,15841,BMO Harris Bradley Center
Wed Dec 6 2017,Denver Nuggets,114,New Orleans Pelicans,123,15353,Smoothie King Center
Wed Dec 6 2017,Miami Heat,105,San Antonio Spurs,117,18252,AT&T Center
Wed Dec 6 2017,Minnesota Timberwolves,113,Los Angeles Clippers,107,15951,STAPLES Center
Thu Dec 7 2017,Los Angeles Lakers,107,Philadelphia 76ers,104,20495,Wells Fargo Center
Thu Dec 7 2017,Washington Wizards,109,Phoenix Suns,99,15925,Talking Stick Resort Arena
Thu Dec 7 2017,Oklahoma City Thunder,95,Brooklyn Nets,100,20562,Mexico City Arena
Thu Dec 7 2017,Houston Rockets,112,Utah Jazz,101,18306,Vivint Smart Home Arena
Fri Dec 8 2017,Chicago Bulls,119,Charlotte Hornets,111,14077,Spectrum Center
Fri Dec 8 2017,Golden State Warriors,102,Detroit Pistons,98,20491,Little Caesars Arena
Fri Dec 8 2017,Cleveland Cavaliers,102,Indiana Pacers,106,17032,Bankers Life Fieldhouse
Fri Dec 8 2017,Denver Nuggets,103,Orlando Magic,89,16024,Amway Center
Fri Dec 8 2017,Toronto Raptors,116,Memphis Grizzlies,107,15417,FedEx Forum
Fri Dec 8 2017,Dallas Mavericks,102,Milwaukee Bucks,109,15889,BMO Harris Bradley Center
Fri Dec 8 2017,Sacramento Kings,116,New Orleans Pelicans,109,15019,Smoothie King Center
Fri Dec 8 2017,Boston Celtics,102,San Antonio Spurs,105,18418,AT&T Center
Sat Dec 9 2017,Washington Wizards,112,Los Angeles Clippers,113,15739,STAPLES Center
Sat Dec 9 2017,Miami Heat,101,Brooklyn Nets,89,19777,Mexico City Arena
Sat Dec 9 2017,Los Angeles Lakers,110,Charlotte Hornets,99,19320,Spectrum Center
Sat Dec 9 2017,Orlando Magic,110,Atlanta Hawks,117,12719,Philips Arena
Sat Dec 9 2017,New York Knicks,102,Chicago Bulls,104,20149,United Center
Sat Dec 9 2017,Philadelphia 76ers,98,Cleveland Cavaliers,105,20562,Quicken Loans Arena
Sat Dec 9 2017,Utah Jazz,100,Milwaukee Bucks,117,16675,BMO Harris Bradley Center
Sat Dec 9 2017,Oklahoma City Thunder,102,Memphis Grizzlies,101,17794,FedEx Forum
Sat Dec 9 2017,San Antonio Spurs,104,Phoenix Suns,101,16575,Talking Stick Resort Arena
Sat Dec 9 2017,Houston Rockets,124,Portland Trail Blazers,117,19503,Moda Center
Sun Dec 10 2017,Toronto Raptors,102,Sacramento Kings,87,17583,Golden 1 Center
Sun Dec 10 2017,Boston Celtics,91,Detroit Pistons,81,18776,Little Caesars Arena
Sun Dec 10 2017,Denver Nuggets,116,Indiana Pacers,126,14587,Bankers Life Fieldhouse
Sun Dec 10 2017,Dallas Mavericks,92,Minnesota Timberwolves,97,13094,Target Center
Sun Dec 10 2017,Philadelphia 76ers,124,New Orleans Pelicans,131,16878,Smoothie King Center
Sun Dec 10 2017,Atlanta Hawks,107,New York Knicks,111,19189,Madison Square Garden (IV)
Mon Dec 11 2017,Boston Celtics,85,Chicago Bulls,108,19617,United Center
Mon Dec 11 2017,New Orleans Pelicans,123,Houston Rockets,130,18055,Toyota Center
Mon Dec 11 2017,Miami Heat,107,Memphis Grizzlies,82,14857,FedEx Forum
Mon Dec 11 2017,Charlotte Hornets,116,Oklahoma City Thunder,103,18203,Chesapeake Energy Arena
Mon Dec 11 2017,Portland Trail Blazers,104,Golden State Warriors,111,19596,Oracle Arena
Mon Dec 11 2017,Toronto Raptors,91,Los Angeles Clippers,96,16658,STAPLES Center
Tue Dec 12 2017,Atlanta Hawks,114,Cleveland Cavaliers,123,20562,Quicken Loans Arena
Tue Dec 12 2017,Denver Nuggets,103,Detroit Pistons,84,15480,Little Caesars Arena
Tue Dec 12 2017,Los Angeles Lakers,109,New York Knicks,113,19359,Madison Square Garden (IV)
Tue Dec 12 2017,Washington Wizards,98,Brooklyn Nets,103,14515,Barclays Center
Tue Dec 12 2017,San Antonio Spurs,89,Dallas Mavericks,95,19874,American Airlines Center
Tue Dec 12 2017,Philadelphia 76ers,118,Minnesota Timberwolves,112,14659,Target Center
Tue Dec 12 2017,Phoenix Suns,92,Sacramento Kings,99,17583,Golden 1 Center
Wed Dec 13 2017,Oklahoma City Thunder,100,Indiana Pacers,95,17923,Bankers Life Fieldhouse
Wed Dec 13 2017,Los Angeles Clippers,106,Orlando Magic,95,16011,Amway Center
Wed Dec 13 2017,Memphis Grizzlies,87,Washington Wizards,93,15297,Capital One Arena
Wed Dec 13 2017,Denver Nuggets,118,Boston Celtics,124,18624,TD Garden
Wed Dec 13 2017,Portland Trail Blazers,102,Miami Heat,95,19600,AmericanAirlines Arena
Wed Dec 13 2017,Utah Jazz,100,Chicago Bulls,103,18102,United Center
Wed Dec 13 2017,Milwaukee Bucks,108,New Orleans Pelicans,115,16863,Smoothie King Center
Wed Dec 13 2017,Toronto Raptors,115,Phoenix Suns,109,15517,Talking Stick Resort Arena
Wed Dec 13 2017,Charlotte Hornets,96,Houston Rockets,108,16509,Toyota Center
Thu Dec 14 2017,Detroit Pistons,105,Atlanta Hawks,91,13548,Philips Arena
Thu Dec 14 2017,New York Knicks,111,Brooklyn Nets,104,17732,Barclays Center
Thu Dec 14 2017,Los Angeles Lakers,112,Cleveland Cavaliers,121,20562,Quicken Loans Arena
Thu Dec 14 2017,Sacramento Kings,96,Minnesota Timberwolves,119,11126,Target Center
Thu Dec 14 2017,Dallas Mavericks,97,Golden State Warriors,112,19596,Oracle Arena
Fri Dec 15 2017,Miami Heat,104,Charlotte Hornets,98,15565,Spectrum Center
Fri Dec 15 2017,Detroit Pistons,104,Indiana Pacers,98,14687,Bankers Life Fieldhouse
Fri Dec 15 2017,Portland Trail Blazers,95,Orlando Magic,88,16963,Amway Center
Fri Dec 15 2017,Oklahoma City Thunder,119,Philadelphia 76ers,117,20612,Wells Fargo Center
Fri Dec 15 2017,Los Angeles Clippers,91,Washington Wizards,100,15442,Capital One Arena
Fri Dec 15 2017,Utah Jazz,107,Boston Celtics,95,18624,TD Garden
Fri Dec 15 2017,Brooklyn Nets,87,Toronto Raptors,120,19800,Air Canada Centre
Fri Dec 15 2017,Atlanta Hawks,94,Memphis Grizzlies,96,15803,FedEx Forum
Fri Dec 15 2017,Chicago Bulls,115,Milwaukee Bucks,109,16921,BMO Harris Bradley Center
Fri Dec 15 2017,New Orleans Pelicans,111,Denver Nuggets,117,17584,Pepsi Center
Fri Dec 15 2017,San Antonio Spurs,109,Houston Rockets,124,18055,Toyota Center
Sat Dec 16 2017,Portland Trail Blazers,93,Charlotte Hornets,91,16687,Spectrum Center
Sat Dec 16 2017,Utah Jazz,100,Cleveland Cavaliers,109,20562,Quicken Loans Arena
Sat Dec 16 2017,Oklahoma City Thunder,96,New York Knicks,111,19812,Madison Square Garden (IV)
Sat Dec 16 2017,Milwaukee Bucks,111,Houston Rockets,115,18055,Toyota Center
Sat Dec 16 2017,Los Angeles Clippers,85,Miami Heat,90,19600,AmericanAirlines Arena
Sat Dec 16 2017,Phoenix Suns,108,Minnesota Timberwolves,106,18109,Target Center
Sat Dec 16 2017,Dallas Mavericks,96,San Antonio Spurs,98,18418,AT&T Center
Sat Dec 16 2017,Boston Celtics,102,Memphis Grizzlies,93,17794,FedEx Forum
Sun Dec 17 2017,Sacramento Kings,93,Toronto Raptors,108,19800,Air Canada Centre
Sun Dec 17 2017,Orlando Magic,110,Detroit Pistons,114,16312,Little Caesars Arena
Sun Dec 17 2017,Indiana Pacers,109,Brooklyn Nets,97,13934,Barclays Center
Sun Dec 17 2017,Cleveland Cavaliers,106,Washington Wizards,99,20356,Capital One Arena
Mon Dec 18 2017,New York Knicks,91,Charlotte Hornets,109,15386,Spectrum Center
Mon Dec 18 2017,Boston Celtics,112,Indiana Pacers,111,16055,Bankers Life Fieldhouse
Mon Dec 18 2017,Miami Heat,104,Atlanta Hawks,110,14227,Philips Arena
Mon Dec 18 2017,Philadelphia 76ers,115,Chicago Bulls,117,20796,United Center
Mon Dec 18 2017,Utah Jazz,99,Houston Rockets,120,18055,Toyota Center
Mon Dec 18 2017,Portland Trail Blazers,107,Minnesota Timberwolves,108,14187,Target Center
Mon Dec 18 2017,Denver Nuggets,94,Oklahoma City Thunder,95,18203,Chesapeake Energy Arena
Mon Dec 18 2017,Phoenix Suns,97,Dallas Mavericks,91,19245,American Airlines Center
Mon Dec 18 2017,Los Angeles Clippers,91,San Antonio Spurs,109,18418,AT&T Center
Mon Dec 18 2017,Golden State Warriors,116,Los Angeles Lakers,114,18997,STAPLES Center
Tue Dec 19 2017,Sacramento Kings,101,Philadelphia 76ers,95,20558,Wells Fargo Center
Tue Dec 19 2017,New Orleans Pelicans,106,Washington Wizards,116,16529,Capital One Arena
Tue Dec 19 2017,Cleveland Cavaliers,116,Milwaukee Bucks,119,18717,BMO Harris Bradley Center
Wed Dec 20 2017,Toronto Raptors,129,Charlotte Hornets,111,15023,Spectrum Center
Wed Dec 20 2017,Indiana Pacers,105,Atlanta Hawks,95,14830,Philips Arena
Wed Dec 20 2017,Miami Heat,90,Boston Celtics,89,18624,TD Garden
Wed Dec 20 2017,Sacramento Kings,104,Brooklyn Nets,99,13179,Barclays Center
Wed Dec 20 2017,Orlando Magic,94,Chicago Bulls,112,20285,United Center
Wed Dec 20 2017,Los Angeles Lakers,122,Houston Rockets,116,18055,Toyota Center
Wed Dec 20 2017,Utah Jazz,79,Oklahoma City Thunder,107,18203,Chesapeake Energy Arena
Wed Dec 20 2017,Detroit Pistons,93,Dallas Mavericks,110,19580,American Airlines Center
Wed Dec 20 2017,Minnesota Timberwolves,112,Denver Nuggets,104,17002,Pepsi Center
Wed Dec 20 2017,San Antonio Spurs,93,Portland Trail Blazers,91,19393,Moda Center
Wed Dec 20 2017,Memphis Grizzlies,84,Golden State Warriors,97,19596,Oracle Arena
Wed Dec 20 2017,Phoenix Suns,95,Los Angeles Clippers,108,17151,STAPLES Center
Thu Dec 21 2017,Chicago Bulls,112,Cleveland Cavaliers,115,20562,Quicken Loans Arena
Thu Dec 21 2017,Toronto Raptors,114,Philadelphia 76ers,109,20680,Wells Fargo Center
Thu Dec 21 2017,Boston Celtics,93,New York Knicks,102,19812,Madison Square Garden (IV)
Thu Dec 21 2017,Memphis Grizzlies,95,Phoenix Suns,97,16339,Talking Stick Resort Arena
Thu Dec 21 2017,San Antonio Spurs,89,Utah Jazz,100,18306,Vivint Smart Home Arena
Fri Dec 22 2017,New York Knicks,101,Detroit Pistons,104,16922,Little Caesars Arena
Fri Dec 22 2017,New Orleans Pelicans,111,Orlando Magic,97,18846,Amway Center
Fri Dec 22 2017,Washington Wizards,84,Brooklyn Nets,119,15589,Barclays Center
Fri Dec 22 2017,Los Angeles Clippers,128,Houston Rockets,118,18055,Toyota Center
Fri Dec 22 2017,Dallas Mavericks,101,Miami Heat,113,19600,AmericanAirlines Arena
Fri Dec 22 2017,Charlotte Hornets,104,Milwaukee Bucks,109,17018,BMO Harris Bradley Center
Fri Dec 22 2017,Atlanta Hawks,117,Oklahoma City Thunder,120,18203,Chesapeake Energy Arena
Fri Dec 22 2017,Denver Nuggets,102,Portland Trail Blazers,85,19473,Moda Center
Fri Dec 22 2017,Los Angeles Lakers,106,Golden State Warriors,113,19596,Oracle Arena
Sat Dec 23 2017,Philadelphia 76ers,86,Toronto Raptors,102,19800,Air Canada Centre
Sat Dec 23 2017,Milwaukee Bucks,106,Charlotte Hornets,111,18363,Spectrum Center
Sat Dec 23 2017,Brooklyn Nets,119,Indiana Pacers,123,17107,Bankers Life Fieldhouse
Sat Dec 23 2017,Orlando Magic,103,Washington Wizards,130,17218,Capital One Arena
Sat Dec 23 2017,Dallas Mavericks,107,Atlanta Hawks,112,13402,Philips Arena
Sat Dec 23 2017,Chicago Bulls,92,Boston Celtics,117,18624,TD Garden
Sat Dec 23 2017,Los Angeles Clippers,112,Memphis Grizzlies,115,16844,FedEx Forum
Sat Dec 23 2017,New Orleans Pelicans,109,Miami Heat,94,19600,AmericanAirlines Arena
Sat Dec 23 2017,Oklahoma City Thunder,103,Utah Jazz,89,18306,Vivint Smart Home Arena
Sat Dec 23 2017,Denver Nuggets,96,Golden State Warriors,81,19596,Oracle Arena
Sat Dec 23 2017,Minnesota Timberwolves,115,Phoenix Suns,106,16482,Talking Stick Resort Arena
Sat Dec 23 2017,Portland Trail Blazers,95,Los Angeles Lakers,92,18997,STAPLES Center
Sat Dec 23 2017,San Antonio Spurs,108,Sacramento Kings,99,17583,Golden 1 Center
Mon Dec 25 2017,Philadelphia 76ers,105,New York Knicks,98,19812,Madison Square Garden (IV)
Mon Dec 25 2017,Cleveland Cavaliers,92,Golden State Warriors,99,19596,Oracle Arena
Mon Dec 25 2017,Washington Wizards,111,Boston Celtics,103,18624,TD Garden
Mon Dec 25 2017,Houston Rockets,107,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Mon Dec 25 2017,Minnesota Timberwolves,121,Los Angeles Lakers,104,18997,STAPLES Center
Tue Dec 26 2017,Toronto Raptors,93,Dallas Mavericks,98,20005,American Airlines Center
Tue Dec 26 2017,Indiana Pacers,83,Detroit Pistons,107,20491,Little Caesars Arena
Tue Dec 26 2017,Orlando Magic,89,Miami Heat,107,19600,AmericanAirlines Arena
Tue Dec 26 2017,Chicago Bulls,115,Milwaukee Bucks,106,18717,BMO Harris Bradley Center
Tue Dec 26 2017,Brooklyn Nets,97,San Antonio Spurs,109,18492,AT&T Center
Tue Dec 26 2017,Utah Jazz,83,Denver Nuggets,107,17104,Pepsi Center
Tue Dec 26 2017,Memphis Grizzlies,97,Phoenix Suns,99,17105,Talking Stick Resort Arena
Tue Dec 26 2017,Sacramento Kings,95,Los Angeles Clippers,122,16393,STAPLES Center
Wed Dec 27 2017,Boston Celtics,102,Charlotte Hornets,91,19611,Spectrum Center
Wed Dec 27 2017,Dallas Mavericks,98,Indiana Pacers,94,17923,Bankers Life Fieldhouse
Wed Dec 27 2017,Washington Wizards,99,Atlanta Hawks,113,15763,Philips Arena
Wed Dec 27 2017,New York Knicks,87,Chicago Bulls,92,21883,United Center
Wed Dec 27 2017,Denver Nuggets,125,Minnesota Timberwolves,128,18978,Target Center
Wed Dec 27 2017,Brooklyn Nets,113,New Orleans Pelicans,128,16707,Smoothie King Center
Wed Dec 27 2017,Toronto Raptors,107,Oklahoma City Thunder,124,18203,Chesapeake Energy Arena
Wed Dec 27 2017,Cleveland Cavaliers,95,Sacramento Kings,109,17583,Golden 1 Center
Wed Dec 27 2017,Utah Jazz,101,Golden State Warriors,126,19596,Oracle Arena
Wed Dec 27 2017,Memphis Grizzlies,109,Los Angeles Lakers,99,18997,STAPLES Center
Thu Dec 28 2017,Detroit Pistons,89,Orlando Magic,102,18846,Amway Center
Thu Dec 28 2017,Houston Rockets,98,Boston Celtics,99,18624,TD Garden
Thu Dec 28 2017,Minnesota Timberwolves,96,Milwaukee Bucks,102,18717,BMO Harris Bradley Center
Thu Dec 28 2017,New York Knicks,107,San Antonio Spurs,119,18935,AT&T Center
Thu Dec 28 2017,Philadelphia 76ers,110,Portland Trail Blazers,114,20104,Moda Center
Fri Dec 29 2017,Houston Rockets,103,Washington Wizards,121,20356,Capital One Arena
Fri Dec 29 2017,Atlanta Hawks,98,Toronto Raptors,111,19800,Air Canada Centre
Fri Dec 29 2017,Indiana Pacers,107,Chicago Bulls,119,21178,United Center
Fri Dec 29 2017,Brooklyn Nets,111,Miami Heat,87,19600,AmericanAirlines Arena
Fri Dec 29 2017,Dallas Mavericks,128,New Orleans Pelicans,120,16878,Smoothie King Center
Fri Dec 29 2017,Milwaukee Bucks,97,Oklahoma City Thunder,95,18203,Chesapeake Energy Arena
Fri Dec 29 2017,Phoenix Suns,111,Sacramento Kings,101,17583,Golden 1 Center
Fri Dec 29 2017,Charlotte Hornets,111,Golden State Warriors,100,19596,Oracle Arena
Fri Dec 29 2017,Los Angeles Clippers,121,Los Angeles Lakers,106,18997,STAPLES Center
Sat Dec 30 2017,San Antonio Spurs,79,Detroit Pistons,93,19671,Little Caesars Arena
Sat Dec 30 2017,New York Knicks,105,New Orleans Pelicans,103,16947,Smoothie King Center
Sat Dec 30 2017,Miami Heat,117,Orlando Magic,111,18846,Amway Center
Sat Dec 30 2017,Portland Trail Blazers,89,Atlanta Hawks,104,15877,Philips Arena
Sat Dec 30 2017,Cleveland Cavaliers,101,Utah Jazz,104,18306,Vivint Smart Home Arena
Sat Dec 30 2017,Memphis Grizzlies,128,Golden State Warriors,141,19596,Oracle Arena
Sat Dec 30 2017,Philadelphia 76ers,107,Denver Nuggets,102,19599,Pepsi Center
Sun Dec 31 2017,Chicago Bulls,110,Washington Wizards,114,20356,Capital One Arena
Sun Dec 31 2017,Minnesota Timberwolves,107,Indiana Pacers,90,17923,Bankers Life Fieldhouse
Sun Dec 31 2017,Brooklyn Nets,105,Boston Celtics,108,18624,TD Garden
Sun Dec 31 2017,Los Angeles Lakers,142,Houston Rockets,148,18179,Toyota Center
Sun Dec 31 2017,Charlotte Hornets,98,Los Angeles Clippers,106,17348,STAPLES Center
Sun Dec 31 2017,Dallas Mavericks,116,Oklahoma City Thunder,113,18203,Chesapeake Energy Arena
Sun Dec 31 2017,Memphis Grizzlies,114,Sacramento Kings,96,17583,Golden 1 Center
Sun Dec 31 2017,Philadelphia 76ers,123,Phoenix Suns,110,16983,Talking Stick Resort Arena
Mon Jan 1 2018,Orlando Magic,95,Brooklyn Nets,98,16164,Barclays Center
Mon Jan 1 2018,Milwaukee Bucks,127,Toronto Raptors,131,19800,Air Canada Centre
Mon Jan 1 2018,Portland Trail Blazers,124,Chicago Bulls,120,20860,United Center
Mon Jan 1 2018,Los Angeles Lakers,96,Minnesota Timberwolves,114,18978,Target Center
Tue Jan 2 2018,Portland Trail Blazers,110,Cleveland Cavaliers,127,20562,Quicken Loans Arena
Tue Jan 2 2018,San Antonio Spurs,100,New York Knicks,91,19812,Madison Square Garden (IV)
Tue Jan 2 2018,Atlanta Hawks,103,Phoenix Suns,104,15921,Talking Stick Resort Arena
Tue Jan 2 2018,Charlotte Hornets,131,Sacramento Kings,111,17583,Golden 1 Center
Tue Jan 2 2018,Memphis Grizzlies,105,Los Angeles Clippers,113,15711,STAPLES Center
Wed Jan 3 2018,Houston Rockets,116,Orlando Magic,98,18588,Amway Center
Wed Jan 3 2018,San Antonio Spurs,106,Philadelphia 76ers,112,20642,Wells Fargo Center
Wed Jan 3 2018,New York Knicks,103,Washington Wizards,121,17206,Capital One Arena
Wed Jan 3 2018,Minnesota Timberwolves,97,Brooklyn Nets,98,16215,Barclays Center
Wed Jan 3 2018,Detroit Pistons,104,Miami Heat,111,19600,AmericanAirlines Arena
Wed Jan 3 2018,Cleveland Cavaliers,88,Boston Celtics,102,18624,TD Garden
Wed Jan 3 2018,Toronto Raptors,124,Chicago Bulls,115,20056,United Center
Wed Jan 3 2018,Indiana Pacers,101,Milwaukee Bucks,122,15613,BMO Harris Bradley Center
Wed Jan 3 2018,Golden State Warriors,125,Dallas Mavericks,122,20212,American Airlines Center
Wed Jan 3 2018,Phoenix Suns,111,Denver Nuggets,134,14079,Pepsi Center
Wed Jan 3 2018,New Orleans Pelicans,108,Utah Jazz,98,18306,Vivint Smart Home Arena
Wed Jan 3 2018,Oklahoma City Thunder,133,Los Angeles Lakers,96,18997,STAPLES Center
Thu Jan 4 2018,Golden State Warriors,124,Houston Rockets,114,18055,Toyota Center
Thu Jan 4 2018,Oklahoma City Thunder,127,Los Angeles Clippers,117,19068,STAPLES Center
Fri Jan 5 2018,Minnesota Timberwolves,84,Boston Celtics,91,18624,TD Garden
Fri Jan 5 2018,Detroit Pistons,78,Philadelphia 76ers,114,20592,Wells Fargo Center
Fri Jan 5 2018,New York Knicks,103,Miami Heat,107,19600,AmericanAirlines Arena
Fri Jan 5 2018,Toronto Raptors,129,Milwaukee Bucks,110,18717,BMO Harris Bradley Center
Fri Jan 5 2018,Chicago Bulls,127,Dallas Mavericks,124,20073,American Airlines Center
Fri Jan 5 2018,Phoenix Suns,89,San Antonio Spurs,103,18501,AT&T Center
Fri Jan 5 2018,Utah Jazz,91,Denver Nuggets,99,15557,Pepsi Center
Fri Jan 5 2018,Washington Wizards,102,Memphis Grizzlies,100,16988,FedEx Forum
Fri Jan 5 2018,Atlanta Hawks,89,Portland Trail Blazers,110,19393,Moda Center
Fri Jan 5 2018,Charlotte Hornets,108,Los Angeles Lakers,94,18997,STAPLES Center
Sat Jan 6 2018,Golden State Warriors,121,Los Angeles Clippers,105,19068,STAPLES Center
Sat Jan 6 2018,Boston Celtics,87,Brooklyn Nets,85,17732,Barclays Center
Sat Jan 6 2018,Houston Rockets,101,Detroit Pistons,108,18046,Little Caesars Arena
Sat Jan 6 2018,Chicago Bulls,86,Indiana Pacers,125,17923,Bankers Life Fieldhouse
Sat Jan 6 2018,Cleveland Cavaliers,131,Orlando Magic,127,18997,Amway Center
Sat Jan 6 2018,Milwaukee Bucks,110,Washington Wizards,103,18762,Capital One Arena
Sat Jan 6 2018,New Orleans Pelicans,98,Minnesota Timberwolves,116,18978,Target Center
Sat Jan 6 2018,Denver Nuggets,98,Sacramento Kings,106,17583,Golden 1 Center
Sun Jan 7 2018,Utah Jazz,102,Miami Heat,103,19600,AmericanAirlines Arena
Sun Jan 7 2018,New York Knicks,100,Dallas Mavericks,96,20171,American Airlines Center
Sun Jan 7 2018,Oklahoma City Thunder,100,Phoenix Suns,114,18055,Talking Stick Resort Arena
Sun Jan 7 2018,San Antonio Spurs,110,Portland Trail Blazers,111,19393,Moda Center
Sun Jan 7 2018,Atlanta Hawks,113,Los Angeles Lakers,132,18997,STAPLES Center
